Factor,Normal_Return,Normal_Sharpe,Stress_Return,Stress_Sharpe,Regime_Gap
MKT,17.44756144762942,1.1756252238483014,-3.9702457983532646,-0.15634898714906795,21.417807245982683
SMB,-1.3430817802125141,-0.12386589666022386,0.04393159661516597,0.003081923485643814,-1.38701337682768
HML,7.077382618179984,0.7408963792530464,12.068746473067154,1.0272413167224497,-4.991363854887171
RMW,1.6326050420168066,0.25713839990157644,7.086417112299465,0.6102323350173549,-5.453812070282658
CMA,-1.7173109243697482,-0.29695100241464467,6.552513368983959,0.715639549620812,-8.269824293353707
UMD,19.668622929715628,1.6865098350309315,14.771142872747323,0.8885494529148249,4.8974800569683055
BAB,17.961672474230966,1.3648968082528252,14.93861961256033,0.9566791393831632,3.023052861670635
